id,path,score,hits,misses
target_000044,mem_images/target_000044.jpg,0.6896551724137931,60,27
target_000045,mem_images/target_000045.jpg,0.5357142857142857,45,39
target_000046,mem_images/target_000046.jpg,0.7066666666666667,53,22
target_000047,mem_images/target_000047.jpg,0.7761194029850746,52,15
target_000048,mem_images/target_000048.jpg,0.5411764705882353,46,39
target_000049,mem_images/target_000049.jpg,0.6438356164383562,47,26
target_000050,mem_images/target_000050.jpg,0.7283950617283951,59,22
target_000051,mem_images/target_000051.jpg,0.4875,39,41
target_000052,mem_images/target_000052.jpg,0.5056179775280899,45,44
target_000053,mem_images/target_000053.jpg,0.6623376623376623,51,26
target_000054,mem_images/target_000054.jpg,0.7916666666666666,57,15
target_000055,mem_images/target_000055.jpg,0.6666666666666666,46,23
target_000056,mem_images/target_000056.jpg,0.7375,59,21
target_000057,mem_images/target_000057.jpg,0.6551724137931034,38,20
target_000058,mem_images/target_000058.jpg,0.5844155844155844,45,32
target_000059,mem_images/target_000059.jpg,0.8888888888888888,64,8
target_000060,mem_images/target_000060.jpg,0.7777777777777778,56,16
target_000061,mem_images/target_000061.jpg,0.782051282051282,61,17
target_000062,mem_images/target_000062.jpg,0.5063291139240507,40,39
target_000063,mem_images/target_000063.jpg,0.5194805194805194,40,37
target_000064,mem_images/target_000064.jpg,0.6923076923076923,45,20
target_000065,mem_images/target_000065.jpg,0.5324675324675324,41,36
target_000066,mem_images/target_000066.jpg,0.575,46,34
target_000067,mem_images/target_000067.jpg,0.671875,43,21
target_000068,mem_images/target_000068.jpg,0.5822784810126582,46,33
target_000069,mem_images/target_000069.jpg,0.6567164179104478,44,23
target_000070,mem_images/target_000070.jpg,0.5569620253164557,44,35
target_000071,mem_images/target_000071.jpg,0.7078651685393258,63,26
target_000072,mem_images/target_000072.jpg,0.5555555555555556,45,36
target_000073,mem_images/target_000073.jpg,0.48717948717948717,38,40
target_000074,mem_images/target_000074.jpg,0.6210526315789474,59,36
target_000075,mem_images/target_000075.jpg,0.7922077922077922,61,16
target_000076,mem_images/target_000076.jpg,0.5060240963855421,42,41
target_000077,mem_images/target_000077.jpg,0.6309523809523809,53,31
target_000078,mem_images/target_000078.jpg,0.7625,61,19
target_000079,mem_images/target_000079.jpg,0.6575342465753424,48,25
target_000080,mem_images/target_000080.jpg,0.6973684210526315,53,23
target_000081,mem_images/target_000081.jpg,0.5797101449275363,40,29
target_000082,mem_images/target_000082.jpg,0.5344827586206896,31,27
target_000083,mem_images/target_000083.jpg,0.5147058823529411,35,33
target_000084,mem_images/target_000084.jpg,0.8227848101265823,65,14
target_000085,mem_images/target_000085.jpg,0.9135802469135802,74,7
target_000086,mem_images/target_000086.jpg,0.7341772151898734,58,21
target_000087,mem_images/target_000087.jpg,0.7285714285714285,51,19
target_000088,mem_images/target_000088.jpg,0.4268292682926829,35,47
target_000089,mem_images/target_000089.jpg,0.38028169014084506,27,44
target_000090,mem_images/target_000090.jpg,0.7073170731707317,58,24
target_000091,mem_images/target_000091.jpg,0.6891891891891891,51,23
target_000092,mem_images/target_000092.jpg,0.7954545454545454,70,18
target_000093,mem_images/target_000093.jpg,0.5714285714285714,40,30
target_000094,mem_images/target_000094.jpg,0.7746478873239436,55,16
target_000095,mem_images/target_000095.jpg,0.7021276595744681,66,28
target_000096,mem_images/target_000096.jpg,0.5714285714285714,48,36
target_000097,mem_images/target_000097.jpg,0.735632183908046,64,23
target_000098,mem_images/target_000098.jpg,0.8148148148148148,66,15
target_000099,mem_images/target_000099.jpg,0.868421052631579,66,10
target_000100,mem_images/target_000100.jpg,0.6190476190476191,52,32
target_000101,mem_images/target_000101.jpg,0.5764705882352941,49,36
target_000102,mem_images/target_000102.jpg,0.64,48,27
target_000103,mem_images/target_000103.jpg,0.7051282051282052,55,23
target_000104,mem_images/target_000104.jpg,0.8372093023255814,72,14
target_000105,mem_images/target_000105.jpg,0.8333333333333334,75,15
target_000106,mem_images/target_000106.jpg,0.5256410256410257,41,37
target_000107,mem_images/target_000107.jpg,0.47619047619047616,30,33
target_000108,mem_images/target_000108.jpg,0.7432432432432432,55,19
target_000109,mem_images/target_000109.jpg,0.5125,41,39
target_000110,mem_images/target_000110.jpg,0.847457627118644,50,9
target_000111,mem_images/target_000111.jpg,0.627906976744186,54,32
target_000112,mem_images/target_000112.jpg,0.8571428571428571,72,12
target_000113,mem_images/target_000113.jpg,0.6436781609195402,56,31
target_000114,mem_images/target_000114.jpg,0.7333333333333333,66,24
target_000115,mem_images/target_000115.jpg,0.46835443037974683,37,42
target_000116,mem_images/target_000116.jpg,0.6493506493506493,50,27
target_000117,mem_images/target_000117.jpg,0.6590909090909091,58,30
target_000118,mem_images/target_000118.jpg,0.5540540540540541,41,33
target_000119,mem_images/target_000119.jpg,0.7012987012987013,54,23
target_000120,mem_images/target_000120.jpg,0.6712328767123288,49,24
target_000121,mem_images/target_000121.jpg,0.3484848484848485,23,43
target_000122,mem_images/target_000122.jpg,0.797979797979798,79,20
target_000123,mem_images/target_000123.jpg,0.5569620253164557,44,35
target_000124,mem_images/target_000124.jpg,0.6385542168674698,53,30
target_000125,mem_images/target_000125.jpg,0.527027027027027,39,35
target_000126,mem_images/target_000126.jpg,0.4939759036144578,41,42
target_000127,mem_images/target_000127.jpg,0.72,54,21
target_000128,mem_images/target_000128.jpg,0.550561797752809,49,40
target_000129,mem_images/target_000129.jpg,0.6493506493506493,50,27
target_000130,mem_images/target_000130.jpg,0.7922077922077922,61,16
target_000131,mem_images/target_000131.jpg,0.7076923076923077,46,19
target_000132,mem_images/target_000132.jpg,0.7096774193548387,66,27
target_000133,mem_images/target_000133.jpg,0.4852941176470588,33,35
target_000134,mem_images/target_000134.jpg,0.8333333333333334,60,12
target_000135,mem_images/target_000135.jpg,0.8513513513513513,63,11
target_000136,mem_images/target_000136.jpg,0.625,40,24
target_000137,mem_images/target_000137.jpg,0.5949367088607594,47,32
target_000138,mem_images/target_000138.jpg,0.654320987654321,53,28
target_000139,mem_images/target_000139.jpg,0.5903614457831325,49,34
target_000140,mem_images/target_000140.jpg,0.3382352941176471,23,45
target_000141,mem_images/target_000141.jpg,0.6375,51,29
target_000142,mem_images/target_000142.jpg,0.6629213483146067,59,30
target_000143,mem_images/target_000143.jpg,0.6923076923076923,54,24
target_000144,mem_images/target_000144.jpg,0.6404494382022472,57,32
target_000145,mem_images/target_000145.jpg,0.6164383561643836,45,28
target_000146,mem_images/target_000146.jpg,0.5222222222222223,47,43
target_000147,mem_images/target_000147.jpg,0.52,39,36
target_000148,mem_images/target_000148.jpg,0.6081081081081081,45,29
target_000149,mem_images/target_000149.jpg,0.5657894736842105,43,33
target_000150,mem_images/target_000150.jpg,0.34615384615384615,27,51
target_000151,mem_images/target_000151.jpg,0.8817204301075269,82,11
target_000152,mem_images/target_000152.jpg,0.55,44,36
target_000153,mem_images/target_000153.jpg,0.828125,53,11
target_000154,mem_images/target_000154.jpg,0.574468085106383,54,40
target_000155,mem_images/target_000155.jpg,0.6,51,34
target_000156,mem_images/target_000156.jpg,0.5955056179775281,53,36
target_000157,mem_images/target_000157.jpg,0.5342465753424658,39,34
target_000158,mem_images/target_000158.jpg,0.7012987012987013,54,23
target_000159,mem_images/target_000159.jpg,0.6989247311827957,65,28
target_000160,mem_images/target_000160.jpg,0.43373493975903615,36,47
target_000161,mem_images/target_000161.jpg,0.5934065934065934,54,37
target_000162,mem_images/target_000162.jpg,0.782608695652174,72,20
target_000163,mem_images/target_000163.jpg,0.5,29,29
target_000164,mem_images/target_000164.jpg,0.7866666666666666,59,16
target_000165,mem_images/target_000165.jpg,0.5675675675675675,42,32
target_000166,mem_images/target_000166.jpg,0.6538461538461539,51,27
target_000167,mem_images/target_000167.jpg,0.6164383561643836,45,28
target_000168,mem_images/target_000168.jpg,0.6024096385542169,50,33
target_000169,mem_images/target_000169.jpg,0.6309523809523809,53,31
target_000170,mem_images/target_000170.jpg,0.7840909090909091,69,19
target_000171,mem_images/target_000171.jpg,0.6086956521739131,56,36
target_000172,mem_images/target_000172.jpg,0.5730337078651685,51,38
target_000173,mem_images/target_000173.jpg,0.5285714285714286,37,33
target_000174,mem_images/target_000174.jpg,0.6086956521739131,42,27
target_000175,mem_images/target_000175.jpg,0.6046511627906976,52,34
target_000176,mem_images/target_000176.jpg,0.5061728395061729,41,40
target_000177,mem_images/target_000177.jpg,0.4939759036144578,41,42
target_000178,mem_images/target_000178.jpg,0.7222222222222222,65,25
target_000179,mem_images/target_000179.jpg,0.5764705882352941,49,36
target_000180,mem_images/target_000180.jpg,0.6222222222222222,56,34
target_000181,mem_images/target_000181.jpg,0.5421686746987951,45,38
target_000182,mem_images/target_000182.jpg,0.5769230769230769,45,33
target_000183,mem_images/target_000183.jpg,0.7631578947368421,58,18
target_000184,mem_images/target_000184.jpg,0.4166666666666667,35,49
target_000185,mem_images/target_000185.jpg,0.5368421052631579,51,44
target_000186,mem_images/target_000186.jpg,0.7746478873239436,55,16
target_000187,mem_images/target_000187.jpg,0.6506024096385542,54,29
target_000188,mem_images/target_000188.jpg,0.6986301369863014,51,22
target_000189,mem_images/target_000189.jpg,0.6629213483146067,59,30
target_000190,mem_images/target_000190.jpg,0.5857142857142857,41,29
target_000191,mem_images/target_000191.jpg,0.6363636363636364,49,28
target_000192,mem_images/target_000192.jpg,0.7878787878787878,52,14
target_000193,mem_images/target_000193.jpg,0.6153846153846154,48,30
target_000194,mem_images/target_000194.jpg,0.8157894736842105,62,14
target_000195,mem_images/target_000195.jpg,0.7164179104477612,48,19
target_000196,mem_images/target_000196.jpg,0.3918918918918919,29,45
target_000197,mem_images/target_000197.jpg,0.5540540540540541,41,33
target_000198,mem_images/target_000198.jpg,0.6351351351351351,47,27
target_000199,mem_images/target_000199.jpg,0.881578947368421,67,9
target_000200,mem_images/target_000200.jpg,0.32941176470588235,28,57
target_000201,mem_images/target_000201.jpg,0.6811594202898551,47,22
target_000202,mem_images/target_000202.jpg,0.5131578947368421,39,37
target_000203,mem_images/target_000203.jpg,0.6527777777777778,47,25
target_000204,mem_images/target_000204.jpg,0.6627906976744186,57,29
target_000205,mem_images/target_000205.jpg,0.5666666666666667,51,39
target_000206,mem_images/target_000206.jpg,0.5866666666666667,44,31
target_000207,mem_images/target_000207.jpg,0.4426229508196721,27,34
target_000208,mem_images/target_000208.jpg,0.7037037037037037,57,24
target_000209,mem_images/target_000209.jpg,0.7631578947368421,58,18
target_000210,mem_images/target_000210.jpg,0.6956521739130435,48,21
target_000211,mem_images/target_000211.jpg,0.6301369863013698,46,27
target_000212,mem_images/target_000212.jpg,0.4262295081967213,26,35
target_000213,mem_images/target_000213.jpg,0.735632183908046,64,23
target_000214,mem_images/target_000214.jpg,0.47761194029850745,32,35
target_000215,mem_images/target_000215.jpg,0.8625,69,11
target_000216,mem_images/target_000216.jpg,0.6617647058823529,45,23
target_000217,mem_images/target_000217.jpg,0.5487804878048781,45,37
target_000218,mem_images/target_000218.jpg,0.6811594202898551,47,22
target_000219,mem_images/target_000219.jpg,0.72,54,21
target_000220,mem_images/target_000220.jpg,0.7671232876712328,56,17
target_000221,mem_images/target_000221.jpg,0.6625,53,27
target_000222,mem_images/target_000222.jpg,0.4745762711864407,28,31
target_000223,mem_images/target_000223.jpg,0.6470588235294118,44,24
target_000224,mem_images/target_000224.jpg,0.5352112676056338,38,33
target_000225,mem_images/target_000225.jpg,0.5348837209302325,46,40
target_000226,mem_images/target_000226.jpg,0.7894736842105263,60,16
target_000227,mem_images/target_000227.jpg,0.7605633802816901,54,17
target_000228,mem_images/target_000228.jpg,0.7361111111111112,53,19
target_000229,mem_images/target_000229.jpg,0.7625,61,19
target_000230,mem_images/target_000230.jpg,0.7532467532467533,58,19
target_000231,mem_images/target_000231.jpg,0.5542168674698795,46,37
target_000232,mem_images/target_000232.jpg,0.43283582089552236,29,38
target_000233,mem_images/target_000233.jpg,0.7283950617283951,59,22
target_000234,mem_images/target_000234.jpg,0.7142857142857143,50,20
target_000235,mem_images/target_000235.jpg,0.7662337662337663,59,18
target_000236,mem_images/target_000236.jpg,0.7323943661971831,52,19
target_000237,mem_images/target_000237.jpg,0.6621621621621622,49,25
target_000238,mem_images/target_000238.jpg,0.5384615384615384,42,36
target_000239,mem_images/target_000239.jpg,0.4857142857142857,34,36
target_000240,mem_images/target_000240.jpg,0.726027397260274,53,20
target_000241,mem_images/target_000241.jpg,0.5645161290322581,35,27
target_000242,mem_images/target_000242.jpg,0.8552631578947368,65,11
target_000243,mem_images/target_000243.jpg,0.5714285714285714,44,33
target_000244,mem_images/target_000244.jpg,0.782051282051282,61,17
target_000245,mem_images/target_000245.jpg,0.631578947368421,48,28
target_000246,mem_images/target_000246.jpg,0.5652173913043478,39,30
target_000247,mem_images/target_000247.jpg,0.4868421052631579,37,39
target_000248,mem_images/target_000248.jpg,0.6842105263157895,52,24
target_000249,mem_images/target_000249.jpg,0.8444444444444444,76,14
target_000250,mem_images/target_000250.jpg,0.6626506024096386,55,28
target_000251,mem_images/target_000251.jpg,0.4057971014492754,28,41
target_000252,mem_images/target_000252.jpg,0.7857142857142857,66,18
target_000253,mem_images/target_000253.jpg,0.7647058823529411,52,16
target_000254,mem_images/target_000254.jpg,0.6049382716049383,49,32
target_000255,mem_images/target_000255.jpg,0.4782608695652174,33,36
target_000256,mem_images/target_000256.jpg,0.6962025316455697,55,24
target_000257,mem_images/target_000257.jpg,0.821917808219178,60,13
target_000258,mem_images/target_000258.jpg,0.4583333333333333,33,39
target_000259,mem_images/target_000259.jpg,0.8452380952380952,71,13
target_000260,mem_images/target_000260.jpg,0.5921052631578947,45,31
target_000261,mem_images/target_000261.jpg,0.484375,31,33
target_000262,mem_images/target_000262.jpg,0.5679012345679012,46,35
target_000263,mem_images/target_000263.jpg,0.6052631578947368,46,30
target_000264,mem_images/target_000264.jpg,0.5070422535211268,36,35
target_000265,mem_images/target_000265.jpg,0.8133333333333334,61,14
target_000266,mem_images/target_000266.jpg,0.7974683544303798,63,16
target_000267,mem_images/target_000267.jpg,0.5753424657534246,42,31
target_000268,mem_images/target_000268.jpg,0.6333333333333333,38,22
target_000269,mem_images/target_000269.jpg,0.6708860759493671,53,26
target_000270,mem_images/target_000270.jpg,0.704225352112676,50,21
target_000271,mem_images/target_000271.jpg,0.4647887323943662,33,38
target_000272,mem_images/target_000272.jpg,0.42857142857142855,30,40
target_000273,mem_images/target_000273.jpg,0.6086956521739131,56,36
target_000274,mem_images/target_000274.jpg,0.6666666666666666,50,25
target_000275,mem_images/target_000275.jpg,0.6436781609195402,56,31
target_000276,mem_images/target_000276.jpg,0.5064935064935064,39,38
target_000277,mem_images/target_000277.jpg,0.7605633802816901,54,17
target_000278,mem_images/target_000278.jpg,0.7567567567567568,56,18
target_000279,mem_images/target_000279.jpg,0.27419354838709675,17,45
target_000280,mem_images/target_000280.jpg,0.8,68,17
target_000281,mem_images/target_000281.jpg,0.5421686746987951,45,38
target_000282,mem_images/target_000282.jpg,0.7,49,21
target_000283,mem_images/target_000283.jpg,0.6271186440677966,37,22
target_000284,mem_images/target_000284.jpg,0.3283582089552239,22,45
target_000285,mem_images/target_000285.jpg,0.4722222222222222,34,38
target_000286,mem_images/target_000286.jpg,0.6911764705882353,47,21
target_000287,mem_images/target_000287.jpg,0.5333333333333333,48,42
target_000288,mem_images/target_000288.jpg,0.8641975308641975,70,11
target_000289,mem_images/target_000289.jpg,0.35714285714285715,25,45
target_000290,mem_images/target_000290.jpg,0.5194805194805194,40,37
target_000291,mem_images/target_000291.jpg,0.4375,35,45
target_000292,mem_images/target_000292.jpg,0.7906976744186046,68,18
target_000293,mem_images/target_000293.jpg,0.6101694915254238,36,23
target_000294,mem_images/target_000294.jpg,0.575,46,34
target_000295,mem_images/target_000295.jpg,0.7746478873239436,55,16
target_000296,mem_images/target_000296.jpg,0.5081967213114754,31,30
target_000297,mem_images/target_000297.jpg,0.5211267605633803,37,34
target_000298,mem_images/target_000298.jpg,0.6266666666666667,47,28
target_000299,mem_images/target_000299.jpg,0.7121212121212122,47,19
target_000300,mem_images/target_000300.jpg,0.5882352941176471,50,35
target_000301,mem_images/target_000301.jpg,0.6296296296296297,51,30
target_000302,mem_images/target_000302.jpg,0.7761194029850746,52,15
target_000303,mem_images/target_000303.jpg,0.7101449275362319,49,20
target_000304,mem_images/target_000304.jpg,0.7333333333333333,55,20
target_000305,mem_images/target_000305.jpg,0.5362318840579711,37,32
target_000306,mem_images/target_000306.jpg,0.8860759493670886,70,9
target_000307,mem_images/target_000307.jpg,0.6710526315789473,51,25
target_000308,mem_images/target_000308.jpg,0.675,54,26
target_000309,mem_images/target_000309.jpg,0.6710526315789473,51,25
target_000310,mem_images/target_000310.jpg,0.6,51,34
target_000311,mem_images/target_000311.jpg,0.64,48,27
target_000312,mem_images/target_000312.jpg,0.7592592592592593,41,13
target_000313,mem_images/target_000313.jpg,0.5185185185185185,42,39
target_000314,mem_images/target_000314.jpg,0.7301587301587301,46,17
target_000315,mem_images/target_000315.jpg,0.5294117647058824,45,40
target_000316,mem_images/target_000316.jpg,0.5753424657534246,42,31
target_000317,mem_images/target_000317.jpg,0.8472222222222222,61,11
target_000318,mem_images/target_000318.jpg,0.4880952380952381,41,43
target_000319,mem_images/target_000319.jpg,0.821917808219178,60,13
target_000320,mem_images/target_000320.jpg,0.6052631578947368,46,30
target_000321,mem_images/target_000321.jpg,0.4246575342465753,31,42
target_000322,mem_images/target_000322.jpg,0.6511627906976745,56,30
target_000323,mem_images/target_000323.jpg,0.5303030303030303,35,31
target_000324,mem_images/target_000324.jpg,0.7361111111111112,53,19
target_000325,mem_images/target_000325.jpg,0.5466666666666666,41,34
target_000326,mem_images/target_000326.jpg,0.47692307692307695,31,34
target_000327,mem_images/target_000327.jpg,0.6875,55,25
target_000328,mem_images/target_000328.jpg,0.639344262295082,39,22
target_000329,mem_images/target_000329.jpg,0.6071428571428571,51,33
target_000330,mem_images/target_000330.jpg,0.5540540540540541,41,33
target_000331,mem_images/target_000331.jpg,0.5977011494252874,52,35
target_000332,mem_images/target_000332.jpg,0.6142857142857143,43,27
target_000333,mem_images/target_000333.jpg,0.55,44,36
target_000334,mem_images/target_000334.jpg,0.6056338028169014,43,28
target_000335,mem_images/target_000335.jpg,0.6666666666666666,46,23
target_000336,mem_images/target_000336.jpg,0.5882352941176471,40,28
target_000337,mem_images/target_000337.jpg,0.7313432835820896,49,18
target_000338,mem_images/target_000338.jpg,0.5066666666666667,38,37
target_000339,mem_images/target_000339.jpg,0.6233766233766234,48,29
target_000340,mem_images/target_000340.jpg,0.6947368421052632,66,29
target_000341,mem_images/target_000341.jpg,0.7903225806451613,49,13
target_000342,mem_images/target_000342.jpg,0.569620253164557,45,34
target_000343,mem_images/target_000343.jpg,0.5,40,40
target_000344,mem_images/target_000344.jpg,0.49295774647887325,35,36
target_000345,mem_images/target_000345.jpg,0.8214285714285714,69,15
target_000346,mem_images/target_000346.jpg,0.684931506849315,50,23
target_000347,mem_images/target_000347.jpg,0.7674418604651163,66,20
target_000348,mem_images/target_000348.jpg,0.7236842105263158,55,21
target_000349,mem_images/target_000349.jpg,0.8354430379746836,66,13
target_000350,mem_images/target_000350.jpg,0.7777777777777778,42,12
target_000351,mem_images/target_000351.jpg,0.6911764705882353,47,21
target_000352,mem_images/target_000352.jpg,0.5512820512820513,43,35
target_000353,mem_images/target_000353.jpg,0.7105263157894737,54,22
target_000354,mem_images/target_000354.jpg,0.7441860465116279,64,22
target_000355,mem_images/target_000355.jpg,0.676056338028169,48,23
target_000356,mem_images/target_000356.jpg,0.631578947368421,48,28
target_000357,mem_images/target_000357.jpg,0.4533333333333333,34,41
target_000358,mem_images/target_000358.jpg,0.6533333333333333,49,26
target_000359,mem_images/target_000359.jpg,0.8428571428571429,59,11
target_000360,mem_images/target_000360.jpg,0.38666666666666666,29,46
target_000361,mem_images/target_000361.jpg,0.6557377049180327,40,21
target_000362,mem_images/target_000362.jpg,0.45588235294117646,31,37
target_000363,mem_images/target_000363.jpg,0.6428571428571429,45,25
target_000364,mem_images/target_000364.jpg,0.4605263157894737,35,41
target_000365,mem_images/target_000365.jpg,0.5913978494623656,55,38
target_000366,mem_images/target_000366.jpg,0.8452380952380952,71,13
target_000367,mem_images/target_000367.jpg,0.7468354430379747,59,20
target_000368,mem_images/target_000368.jpg,0.6376811594202898,44,25
target_000369,mem_images/target_000369.jpg,0.5972222222222222,43,29
target_000370,mem_images/target_000370.jpg,0.4189189189189189,31,43
target_000371,mem_images/target_000371.jpg,0.6521739130434783,60,32
target_000372,mem_images/target_000372.jpg,0.7631578947368421,58,18
target_000373,mem_images/target_000373.jpg,0.8947368421052632,51,6
target_000374,mem_images/target_000374.jpg,0.7073170731707317,58,24
target_000375,mem_images/target_000375.jpg,0.7625,61,19
target_000376,mem_images/target_000376.jpg,0.84,63,12
target_000377,mem_images/target_000377.jpg,0.6901408450704225,49,22
target_000378,mem_images/target_000378.jpg,0.8888888888888888,64,8
target_000379,mem_images/target_000379.jpg,0.5897435897435898,46,32
target_000380,mem_images/target_000380.jpg,0.717948717948718,56,22
target_000381,mem_images/target_000381.jpg,0.5538461538461539,36,29
target_000382,mem_images/target_000382.jpg,0.676056338028169,48,23
target_000383,mem_images/target_000383.jpg,0.6363636363636364,49,28
target_000384,mem_images/target_000384.jpg,0.7411764705882353,63,22
target_000385,mem_images/target_000385.jpg,0.5681818181818182,50,38
target_000386,mem_images/target_000386.jpg,0.5925925925925926,48,33
target_000387,mem_images/target_000387.jpg,0.6282051282051282,49,29
target_000388,mem_images/target_000388.jpg,0.8117647058823529,69,16
target_000389,mem_images/target_000389.jpg,0.684931506849315,50,23
target_000390,mem_images/target_000390.jpg,0.43859649122807015,25,32
target_000391,mem_images/target_000391.jpg,0.7948717948717948,62,16
target_000392,mem_images/target_000392.jpg,0.4583333333333333,33,39
target_000393,mem_images/target_000393.jpg,0.6190476190476191,52,32
target_000394,mem_images/target_000394.jpg,0.4230769230769231,33,45
target_000395,mem_images/target_000395.jpg,0.8307692307692308,54,11
target_000396,mem_images/target_000396.jpg,0.5625,36,28
target_000397,mem_images/target_000397.jpg,0.734375,47,17
target_000398,mem_images/target_000398.jpg,0.5066666666666667,38,37
target_000399,mem_images/target_000399.jpg,0.5340909090909091,47,41
target_000400,mem_images/target_000400.jpg,0.5,36,36
target_000401,mem_images/target_000401.jpg,0.7848101265822784,62,17
target_000402,mem_images/target_000402.jpg,0.8169014084507042,58,13
target_000403,mem_images/target_000403.jpg,0.5645161290322581,35,27
target_000404,mem_images/target_000404.jpg,0.7613636363636364,67,21
target_000405,mem_images/target_000405.jpg,0.6888888888888889,62,28
target_000406,mem_images/target_000406.jpg,0.6625,53,27
target_000407,mem_images/target_000407.jpg,0.6875,55,25
target_000408,mem_images/target_000408.jpg,0.7397260273972602,54,19
target_000409,mem_images/target_000409.jpg,0.7317073170731707,60,22
target_000410,mem_images/target_000410.jpg,0.7804878048780488,64,18
target_000411,mem_images/target_000411.jpg,0.5909090909090909,52,36
target_000412,mem_images/target_000412.jpg,0.6455696202531646,51,28
target_000413,mem_images/target_000413.jpg,0.7972972972972973,59,15
target_000414,mem_images/target_000414.jpg,0.5569620253164557,44,35
target_000415,mem_images/target_000415.jpg,0.6933333333333334,52,23
target_000416,mem_images/target_000416.jpg,0.7125,57,23
target_000417,mem_images/target_000417.jpg,0.7105263157894737,54,22
target_000418,mem_images/target_000418.jpg,0.5070422535211268,36,35
target_000419,mem_images/target_000419.jpg,0.46835443037974683,37,42
target_000420,mem_images/target_000420.jpg,0.7466666666666667,56,19
target_000421,mem_images/target_000421.jpg,0.5813953488372093,50,36
target_000422,mem_images/target_000422.jpg,0.3939393939393939,26,40
target_000423,mem_images/target_000423.jpg,0.550561797752809,49,40
target_000424,mem_images/target_000424.jpg,0.5555555555555556,45,36
target_000425,mem_images/target_000425.jpg,0.632183908045977,55,32
target_000426,mem_images/target_000426.jpg,0.6666666666666666,50,25
target_000427,mem_images/target_000427.jpg,0.7246376811594203,50,19
target_000428,mem_images/target_000428.jpg,0.8194444444444444,59,13
target_000429,mem_images/target_000429.jpg,0.5555555555555556,45,36
target_000430,mem_images/target_000430.jpg,0.7128712871287128,72,29
target_000431,mem_images/target_000431.jpg,0.8513513513513513,63,11
target_000432,mem_images/target_000432.jpg,0.5578947368421052,53,42
target_000433,mem_images/target_000433.jpg,0.7901234567901234,64,17
target_000434,mem_images/target_000434.jpg,0.8354430379746836,66,13
target_000435,mem_images/target_000435.jpg,0.8115942028985508,56,13
target_000436,mem_images/target_000436.jpg,0.5466666666666666,41,34
target_000437,mem_images/target_000437.jpg,0.7721518987341772,61,18
target_000438,mem_images/target_000438.jpg,0.6153846153846154,48,30
target_000439,mem_images/target_000439.jpg,0.6375,51,29
target_000440,mem_images/target_000440.jpg,0.6805555555555556,49,23
target_000441,mem_images/target_000441.jpg,0.4567901234567901,37,44
target_000442,mem_images/target_000442.jpg,0.8152173913043478,75,17
